마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1589.21,1527.95,1924.7,2163.72
매출,1589.21,1527.95,1924.7,2163.72
기타 매출 총계,-,-,-,-
총매출원가,797.32,789.07,917.98,963.48
총 이익,791.89,738.88,1006.72,1200.24
총 영업비용,1367.87,1550.74,-945.94,1580.76
판매/일반/관리 비용 총계,134.54,181.51,169.92,141.87
연구 및 개발,-,-,-,-
감가상각/무형자산상각,412.35,399.69,419.11,446.57
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),13.81,174.03,-2464.56,31.32
기타 영업비용 총계,9.85,6.44,11.61,-2.48
영업 이익,221.34,-22.79,2870.64,582.96
영업외이자수익(비용) 순계,-97.78,-554.12,-189.65,-281.73
자산처분이익(손실),61.84,154.99,741.42,156.8
기타비용 순계,11.66,-3.29,15.32,1.57
세전당기순이익,197.06,-425.21,3437.73,459.6
소득세충당금,-10.5,36.63,103.44,37.63
세후당기순이익,207.55,-461.85,3334.29,421.96
소액주주지분,-31.55,164.84,-186.32,27.35
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,176,-297,3147.97,449.32
특별손익항목 총계,-,-,-0.03,0.64
순이익,176,-297,3147.94,449.95
당기순이익에 대한 조정 총계,-74.95,-51.84,-50.44,-65.17
특별손익항목 제외 보통주주 분배 가능 이익,101.05,-348.84,3097.53,384.15
희석화에 따른 조정,-,-,0.07,0.24
희석 당기순이익,101.05,-348.84,3097.56,385.02
희석된 가중 평균 주식,192.12,191.15,191.05,191.29
특별손익항목 제외 희석주당순이익,0.53,-1.83,16.21,2.01
주당배당금 - 발행 보통주,2.12,2.38,2.64,2.52
희석 정상주당순이익,0.36,-1.76,-0.06,1.41
