마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,16523.52,9584.39,8175.43,8138.36
매출,16523.52,9584.39,8175.43,8138.36
기타 매출 총계,-,-,-,-
총매출원가,12058.16,6656.7,5538.96,5517.99
총 이익,4465.36,2927.69,2636.47,2620.37
총 영업비용,14614.19,8643.96,7408.73,7341.8
판매/일반/관리 비용 총계,2264.66,1726.4,1632.5,1591.42
연구 및 개발,-,-,-,-
감가상각/무형자산상각,51.31,56.96,50.95,54.02
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,240.06,203.89,186.33,178.37
영업 이익,1909.33,940.44,766.69,796.56
영업외이자수익(비용) 순계,8.81,10.41,22.8,19.15
자산처분이익(손실),-,-,-,-
기타비용 순계,6.48,5.71,6.3,2.61
세전당기순이익,1924.62,956.56,795.79,818.33
소득세충당금,505.77,258.35,203.78,179.53
세후당기순이익,1418.85,698.21,592.02,638.8
소액주주지분,-3.35,-2.07,-1.62,-1.59
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1415.49,696.14,590.39,637.21
특별손익항목 총계,-,-,-,-19.01
순이익,1415.49,696.14,590.39,618.2
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1415.49,696.14,590.39,637.21
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1415.49,696.14,590.39,618.2
희석된 가중 평균 주식,171.25,170.9,174.21,177.83
특별손익항목 제외 희석주당순이익,8.27,4.07,3.39,3.58
주당배당금 - 발행 보통주,1.16,1.04,1,0.9
희석 정상주당순이익,8.27,4.07,3.39,3.58
