마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1532.13,2208.8,10950.66,9493.85
매출,1532.13,2208.8,10950.66,9493.85
기타 매출 총계,-,-,-,-
총매출원가,2615.39,2671.5,5958.67,5262.21
총 이익,-1083.26,-462.7,4991.99,4231.64
총 영업비용,5551.47,6873.11,8867.96,7599.05
판매/일반/관리 비용 총계,1412.2,1293.22,1663.35,1303.14
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1292.88,1279.25,1245.94,1033.7
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),231,1629.13,-13.71,-
기타 영업비용 총계,-,-,-,-
영업 이익,-4019.34,-4664.3,2082.7,1894.8
영업외이자수익(비용) 순계,-1271.69,-1064.42,-149.16,-151.26
자산처분이익(손실),-,-,-,-
기타비용 순계,30.53,-46.4,-25.94,72.25
세전당기순이익,-5260.5,-5775.13,1907.6,1815.79
소득세충당금,-,-,-,-
세후당기순이익,-5260.5,-5775.13,1907.6,1815.79
소액주주지분,-,-22.33,-28.71,-4.75
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-5260.5,-5797.46,1878.89,1811.04
특별손익항목 총계,-,-,-,-
순이익,-5260.5,-5797.46,1878.89,1811.04
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-5260.5,-5797.46,1878.89,1811.04
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-5260.5,-5797.46,1878.89,1811.04
희석된 가중 평균 주식,251.81,214.34,209.93,211.55
특별손익항목 제외 희석주당순이익,-20.89,-27.05,8.95,8.56
주당배당금 - 발행 보통주,-,0.78,2.96,2.6
희석 정상주당순이익,-19.98,-19.37,9.06,8.87
