마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,162467,152922,145534,136809
매출,162467,152922,145534,136809
기타 매출 총계,-,-,-,-
총매출원가,155689,146054,138700,129628
총 이익,6778,6868,6834,7181
총 영업비용,162009,157036,143474,136685
판매/일반/관리 비용 총계,4533,4572,4480,4596
연구 및 개발,-,-,-,-
감가상각/무형자산상각,428,512,531,574
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1359,5898,-237,1887
기타 영업비용 총계,-,-,-,-
영업 이익,458,-4114,2060,124
영업외이자수익(비용) 순계,-182,341,-307,-334
자산처분이익(손실),-,-,-,-
기타비용 순계,47,1,-2,-18
세전당기순이익,323,-3772,1751,-228
소득세충당금,-289,-79,386,449
세후당기순이익,612,-3693,1365,-677
소액주주지분,-1,-3,-2,-3
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,611,-3696,1363,-680
특별손익항목 총계,-,-,-,936
순이익,611,-3696,1363,256
당기순이익에 대한 조정 총계,-1,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,611,-3696,1363,-680
희석화에 따른 조정,-,-,-,-
희석 당기순이익,611,-3696,1363,256
희석된 가중 평균 주식,294,293,301,313
특별손익항목 제외 희석주당순이익,2.08,-12.61,4.53,-2.17
주당배당금 - 발행 보통주,1.94,1.92,1.91,1.85
희석 정상주당순이익,5.02,0.66,3.91,1.75
