마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,23668,22317,23968,23400
매출,23668,22317,23968,23400
기타 매출 총계,-,-,-,-
총매출원가,15609,14906,16275,15733
총 이익,8059,7411,7693,7667
총 영업비용,20848,21183,22622,21453
판매/일반/관리 비용 총계,4983,5391,5925,5332
연구 및 개발,275,274,319,310
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-261,-171,-192,-177
특별비용(수익),242,783,295,255
기타 영업비용 총계,-,-,-,-
영업 이익,2820,1134,1346,1947
영업외이자수익(비용) 순계,-181,-205,-262,-371
자산처분이익(손실),-,-,-,-
기타비용 순계,-25,-26,-28,-30
세전당기순이익,2614,903,1056,1546
소득세충당금,868,108,-233,89
세후당기순이익,1746,795,1289,1457
소액주주지분,-233,-164,-189,-174
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1513,631,1100,1283
특별손익항목 총계,124,-,4574,879
순이익,1637,631,5674,2162
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1513,631,1100,1283
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1637,631,5674,2162
희석된 가중 평균 주식,721.1,753.6,874.3,931.7
특별손익항목 제외 희석주당순이익,2.1,0.84,1.26,1.38
주당배당금 - 발행 보통주,1.07,1.04,1.04,1.04
희석 정상주당순이익,2.33,1.98,1.71,1.87
