마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,29697.84,24996.06,20156.45,15794.34
매출,29697.84,24996.06,20156.45,15794.34
기타 매출 총계,-,-,-,-
총매출원가,15909.68,14175.32,12440.21,9967.54
총 이익,13788.16,10820.74,7716.23,5826.8
총 영업비용,23503.33,20410.77,17552.19,14189.11
판매/일반/관리 비용 총계,3896.77,3304.85,3566.83,2999.76
연구 및 개발,2273.89,1829.6,1545.15,1221.81
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1423,1101,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,6194.51,4585.29,2604.25,1605.23
영업외이자수익(비용) 순계,-354.41,-1385.94,-542.02,-378.77
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,5840.1,3199.35,2062.23,1226.46
소득세충당금,978.64,525.15,322.85,44.12
세후당기순이익,4861.47,2674.2,1739.38,1182.34
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4861.47,2674.2,1739.38,1182.34
특별손익항목 총계,254.76,87.19,127.53,28.9
순이익,5116.23,2761.39,1866.92,1211.24
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4861.47,2674.2,1739.38,1182.34
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5116.23,2761.39,1866.92,1211.24
희석된 가중 평균 주식,455.37,454.21,451.76,451.24
특별손익항목 제외 희석주당순이익,10.68,5.89,3.85,2.62
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,13.28,7.91,3.85,2.62
