마감 기준:,"2022
29/01","2021
30/01","2020
01/02","2019
02/02"
총매출,18916.24,12531.57,16039.07,14983.54
매출,18916.24,12531.57,16039.07,14983.54
기타 매출 총계,-,-,-,-
총매출원가,13708.91,9838.57,11536.19,10726.28
총 이익,5207.34,2692.99,4502.89,4257.26
총 영업비용,16583.38,12341.85,13892.89,12942.83
판매/일반/관리 비용 총계,2874.47,2263.28,2356.7,2216.55
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,240,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,2332.87,189.71,2146.18,2040.71
영업외이자수익(비용) 순계,-74.33,-83.41,18.11,10.16
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2258.54,106.3,2164.29,2050.88
소득세충당금,535.95,20.91,503.36,463.42
세후당기순이익,1722.59,85.38,1660.93,1587.46
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1722.59,85.38,1660.93,1587.46
특별손익항목 총계,-,-,-,-
순이익,1722.59,85.38,1660.93,1587.46
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1722.59,85.38,1660.93,1587.46
희석화에 따른 조정,-,-,0.51,-
희석 당기순이익,1722.59,85.38,1660.93,1587.46
희석된 가중 평균 주식,353.73,354.62,361.18,372.68
특별손익항목 제외 희석주당순이익,4.87,0.24,4.6,4.26
주당배당금 - 발행 보통주,1.14,0.28,1.02,0.9
희석 정상주당순이익,4.87,0.78,4.6,4.26
