마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,14262.7,14741.7,16265.6,14266.3
총 프리미엄이익,9854.1,10548.5,12276.5,10683.4
순 투자이익,4406.1,3890.6,3998.4,3629.2
미실현이익 (손실),2.5,302.6,-9.3,-46.3
기타 매출 총계,-,-,-,-
총 영업비용,12178.1,13047.2,14571.3,12481.9
"손익,혜택 및 조정,총",7097,8281.5,9905.8,8192.5
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,172.2,187.5,182.9,123.6
감가상각/무형자산상각,30.5,20.5,14.6,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,43.5,29.1
기타 영업비용 총계,4878.4,4557.7,4424.5,4136.7
영업 이익,2084.6,1694.5,1694.3,1784.4
영업외이자수익(비용) 순계,-1,-1,-1,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2083.6,1693.5,1693.3,1784.4
소득세충당금,326.2,265,249.2,230.7
세후당기순이익,1757.4,1428.5,1444.1,1553.7
소액주주지분,-46.8,-32.7,-49.9,-7.2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1710.6,1395.8,1394.2,1546.5
특별손익항목 총계,-,-,-,-
순이익,1710.6,1395.8,1394.2,1546.5
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1710.6,1395.8,1394.2,1546.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1710.6,1395.8,1394.2,1546.5
희석된 가중 평균 주식,272.9,276.6,281,288.8
특별손익항목 제외 희석주당순이익,6.27,5.05,4.96,5.35
주당배당금 - 발행 보통주,2.44,2.24,2.18,2.1
희석 정상주당순이익,6.27,5.05,5.09,5.44
