마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8375,7188,6707,6654
매출,8375,7188,6707,6654
기타 매출 총계,-,-,-,-
총매출원가,5512,4601,4336,4327
총 이익,2863,2587,2371,2327
총 영업비용,7172,5893,5619,5577
판매/일반/관리 비용 총계,1413,1292,1274,1250
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,21
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),247,-,9,-
기타 영업비용 총계,-,-,-,-
영업 이익,1203,1295,1088,1077
영업외이자수익(비용) 순계,-82,-138,-153,-155
자산처분이익(손실),-,-,-,-
기타비용 순계,-433,-26,-21,-15
세전당기순이익,688,1131,914,907
소득세충당금,210,269,230,221
세후당기순이익,478,862,684,686
소액주주지분,-68,-52,-45,-50
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,410,810,639,636
특별손익항목 총계,-,411,294,97
순이익,410,1221,933,733
당기순이익에 대한 조정 총계,-4,-6,-4,-6
특별손익항목 제외 보통주주 분배 가능 이익,406,804,635,630
희석화에 따른 조정,-,-,-,-
희석 당기순이익,406,1215,929,727
희석된 가중 평균 주식,251,264,288,307
특별손익항목 제외 희석주당순이익,1.62,3.05,2.2,2.05
주당배당금 - 발행 보통주,0.84,0.55,0.49,0.43
희석 정상주당순이익,2.31,3.08,2.26,2.07
