마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,469822,386064,280522,232887
매출,469822,386064,280522,232887
기타 매출 총계,-,-,-,-
총매출원가,272344,233307,165536,139156
총 이익,197478,152757,114986,93731
총 영업비용,444943,363165,265981,220466
판매/일반/관리 비용 총계,116485,87193,64313,52177
연구 및 개발,56052,42740,35931,28837
감가상각/무형자산상각,512,509,565,475
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-450,-584,-364,-179
영업 이익,24879,22899,14541,12421
영업외이자수익(비용) 순계,10110,-224,-557,-977
자산처분이익(손실),-,-,-,-
기타비용 순계,3162,1503,-8,-183
세전당기순이익,38151,24178,13976,11261
소득세충당금,4791,2863,2374,1354
세후당기순이익,33360,21315,11602,9907
소액주주지분,-,-,-,-
관계회사 주식,4,16,-14,9
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,33364,21331,11588,9916
특별손익항목 총계,-,-,-,157
순이익,33364,21331,11588,10073
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,33364,21331,11588,9916
희석화에 따른 조정,-,-,-,-
희석 당기순이익,33364,21331,11588,10073
희석된 가중 평균 주식,515,510,504,500
특별손익항목 제외 희석주당순이익,64.78,41.83,22.99,19.83
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,64.78,61.7,22.99,19.83
