마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,1807.16,1458.41,1255.63,1241.82
매출,1807.16,1458.41,1255.63,1241.82
기타 매출 총계,-,-,-,-
총매출원가,371.1,334.27,325.38,326.5
총 이익,1436.06,1124.14,930.25,915.32
총 영업비용,1426.41,1247.55,1192.59,1169.21
판매/일반/관리 비용 총계,708.78,586.68,542.27,555.91
연구 및 개발,299.92,256.57,246.89,249.79
감가상각/무형자산상각,29.4,28.71,23.84,31.35
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),17.21,41.32,54.21,5.66
기타 영업비용 총계,-,-,-,-
영업 이익,380.75,210.86,63.04,72.61
영업외이자수익(비용) 순계,-48.68,-72.63,-44.86,-46.27
자산처분이익(손실),-,-,-,-
기타비용 순계,59.69,-3.53,2.12,2.31
세전당기순이익,391.75,134.71,20.3,28.66
소득세충당금,-85.17,4.01,47.76,-10.93
세후당기순이익,476.92,130.69,-27.46,39.59
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,476.92,130.69,-27.46,39.59
특별손익항목 총계,-,-,-,12.4
순이익,476.92,130.69,-27.46,51.99
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,476.92,130.69,-27.46,39.59
희석화에 따른 조정,-,-,-,-
희석 당기순이익,476.92,130.69,-27.46,51.99
희석된 가중 평균 주식,118.37,116.27,117.72,118.16
특별손익항목 제외 희석주당순이익,4.03,1.12,-0.23,0.34
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.12,1.47,0.07,0.37
