마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12191,10671,11144,10553
매출,12191,10671,11144,10553
기타 매출 총계,-,-,-,-
총매출원가,4615,3812,3752,3505
총 이익,7576,6859,7392,7048
총 영업비용,10189,8251,8163,8619
판매/일반/관리 비용 총계,4016,2722,2788,2620
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1582,1359,1347,1398
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-24,358,276,1096
기타 영업비용 총계,-,-,-,-
영업 이익,2002,2420,2981,1934
영업외이자수익(비용) 순계,-577,-690,-691,-908
자산처분이익(손실),-,-,-,-
기타비용 순계,8,-2,4,-4
세전당기순이익,1433,1728,2294,1022
소득세충당금,236,373,81,341
세후당기순이익,1197,1355,2213,681
소액주주지분,-191,-136,-144,-87
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1006,1219,2069,594
특별손익항목 총계,-,-,-,-
순이익,1006,1219,2069,594
당기순이익에 대한 조정 총계,-226,-300,-538,-165
특별손익항목 제외 보통주주 분배 가능 이익,780,919,1531,429
희석화에 따른 조정,242,300,518,160
희석 당기순이익,1022,1219,2049,589
희석된 가중 평균 주식,664,672,711,688
특별손익항목 제외 희석주당순이익,1.54,1.81,2.88,0.86
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,1.63,2.24,3.22,1.92
