마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,18870.51,16537.43,17522.23,18735.07
매출,18870.51,16537.43,17522.23,18735.07
기타 매출 총계,-,-,-,-
총매출원가,12236.37,10882.59,11662.55,12751.29
총 이익,6634.14,5654.84,5859.68,5983.79
총 영업비용,17703.73,16109.04,16654.08,17625.36
판매/일반/관리 비용 총계,5180.24,4410.32,4591.49,4632.44
연구 및 개발,-,-,-,-
감가상각/무형자산상각,290.97,272.84,257.26,241.63
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-3.86,543.29,142.78,-
기타 영업비용 총계,-,-,-,-
영업 이익,1166.78,428.39,868.15,1109.71
영업외이자수익(비용) 순계,-62.15,-91.05,-95.58,-101.92
자산처분이익(손실),-,-,-,-
기타비용 순계,95.71,42.02,86.71,67.82
세전당기순이익,1200.35,379.37,859.28,1075.61
소득세충당금,301.56,215.97,208.32,259.84
세후당기순이익,898.79,163.4,650.97,815.77
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,898.79,163.4,650.97,815.77
특별손익항목 총계,-,-192.5,-29.88,-5.3
순이익,898.79,-29.1,621.09,810.47
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,898.79,163.4,650.97,815.77
희석화에 따른 조정,-,-,-,-
희석 당기순이익,898.79,-29.1,621.09,810.47
희석된 가중 평균 주식,144.22,144.47,146.42,147.24
특별손익항목 제외 희석주당순이익,6.23,1.13,4.45,5.54
주당배당금 - 발행 보통주,3.26,3.16,3.05,2.88
희석 정상주당순이익,7.4,5.28,5.35,5.36
