마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,50971,41748,53800,54722
매출,50971,41748,53800,54722
기타 매출 총계,-,-,-,-
총매출원가,35454,29039,36508,36815
총 이익,15517,12709,17292,17907
총 영업비용,44093,37195,45510,46429
판매/일반/관리 비용 총계,5365,4642,5162,5478
연구 및 개발,1686,1415,1693,1850
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,455,589,754,722
특별비용(수익),90,354,266,386
기타 영업비용 총계,1043,1156,1127,1178
영업 이익,6878,4553,8290,8293
영업외이자수익(비용) 순계,981,-685,-227,-513
자산처분이익(손실),-,-,-,-
기타비용 순계,345,127,-251,42
세전당기순이익,8204,3995,7812,7822
소득세충당금,1778,1086,1924,1802
세후당기순이익,6426,2909,5888,6020
소액주주지분,-4,-5,-1,-1
관계회사 주식,31,14,28,24
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6453,2918,5915,6043
특별손익항목 총계,36,80,178,104
순이익,6489,2998,6093,6147
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6453,2918,5915,6043
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6489,2998,6093,6147
희석된 가중 평균 주식,548.5,548.6,567.5,599.4
특별손익항목 제외 희석주당순이익,11.76,5.32,10.42,10.08
주당배당금 - 발행 보통주,4.28,4.12,3.78,3.28
희석 정상주당순이익,11.89,5.79,10.78,10.58
