마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,15618,13066,14357,14435
매출,15618,13066,14357,14435
기타 매출 총계,-,-,-,-
총매출원가,13180,11116,11708,11702
총 이익,2438,1950,2649,2733
총 영업비용,14577,10952,13092,12976
판매/일반/관리 비용 총계,1075,976,1076,993
연구 및 개발,-,-,-,-
감가상각/무형자산상각,148,144,138,124
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),174,-1284,170,157
기타 영업비용 총계,-,-,-,-
영업 이익,1041,2114,1265,1459
영업외이자수익(비용) 순계,-132,-146,-132,-119
자산처분이익(손실),-,-,-,-
기타비용 순계,1,-14,-7,-6
세전당기순이익,910,1954,1126,1334
소득세충당금,101,49,132,220
세후당기순이익,809,1905,994,1114
소액주주지분,-19,-18,-19,-40
관계회사 주식,-200,-83,15,23
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,590,1804,990,1097
특별손익항목 총계,-,-,-,-30
순이익,590,1804,990,1067
당기순이익에 대한 조정 총계,-63,-35,-,-
특별손익항목 제외 보통주주 분배 가능 이익,527,1769,990,1097
희석화에 따른 조정,-,-,-,-
희석 당기순이익,527,1769,990,1067
희석된 가중 평균 주식,271.22,270.7,257.39,265.22
특별손익항목 제외 희석주당순이익,1.94,6.53,3.85,4.14
주당배당금 - 발행 보통주,-,0.22,0.88,0.88
희석 정상주당순이익,2.56,1.99,4.19,4.88
