마감 기준:,"2022
30/01","2021
31/01","2020
02/02","2019
03/02"
총매출,151157,132110,110225,108203
매출,151157,132110,110225,108203
기타 매출 총계,-,-,-,-
총매출원가,100325,87257,72653,71043
총 이익,50832,44853,37572,37160
총 영업비용,128117,113832,94382,92673
판매/일반/관리 비용 총계,25144,22447,19740,19513
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2386,2128,1989,1870
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),262,2000,-,247
기타 영업비용 총계,-,-,-,-
영업 이익,23040,18278,15843,15530
영업외이자수익(비용) 순계,-1303,-1300,-1128,-958
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-16
세전당기순이익,21737,16978,14715,14556
소득세충당금,5304,4112,3473,3520
세후당기순이익,16433,12866,11242,11036
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,16433,12866,11242,11036
특별손익항목 총계,-,-,-,85
순이익,16433,12866,11242,11121
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,16433,12866,11242,11036
희석화에 따른 조정,-,-,-,-
희석 당기순이익,16433,12866,11242,11121
희석된 가중 평균 주식,1058,1078,1097,1143
특별손익항목 제외 희석주당순이익,15.53,11.94,10.25,9.66
주당배당금 - 발행 보통주,6.6,6,5.44,4.12
희석 정상주당순이익,15.72,13.34,10.25,9.82
