마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12357.4,8681.7,8906.3,9587.3
매출,12357.4,8681.7,8906.3,9587.3
기타 매출 총계,-,-,-,-
총매출원가,9157.1,7616.8,8009,8088.9
총 이익,3200.3,1064.9,897.3,1498.4
총 영업비용,9888.9,8268.8,10001.2,8659
판매/일반/관리 비용 총계,430.5,371.5,354.1,341.1
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),331.1,277,1610,145
기타 영업비용 총계,-29.8,3.5,28.1,84
영업 이익,2468.5,412.9,-1094.9,928.3
영업외이자수익(비용) 순계,-245.6,-244.9,-162.7,-358
자산처분이익(손실),-,-,-,-
기타비용 순계,1.9,12.9,1.5,-18.8
세전당기순이익,2224.8,180.9,-1256.1,551.5
소득세충당금,597.7,-554.9,-224.7,77.1
세후당기순이익,1627.1,735.8,-1031.4,474.4
소액주주지분,-4.3,0.5,23.4,0.1
관계회사 주식,7.8,-93.8,-59.4,-4.5
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1630.6,642.5,-1067.4,470
특별손익항목 총계,23.6,23.6,-,-
순이익,1630.6,666.1,-1067.4,470
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1630.6,642.5,-1067.4,470
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1630.6,666.1,-1067.4,470
희석된 가중 평균 주식,381.6,381.3,383.8,386.4
특별손익항목 제외 희석주당순이익,4.27,1.69,-2.78,1.22
주당배당금 - 발행 보통주,0.28,0.2,0.17,0.1
희석 정상주당순이익,4.92,2.19,-0.05,1.54
