마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7907.08,6683.76,7136.4,6992.12
매출,7907.08,6683.76,7136.4,6992.12
기타 매출 총계,-,-,-,-
총매출원가,4924.4,4190.85,4506.55,4415.64
총 이익,2982.68,2492.91,2629.85,2576.48
총 영업비용,6419.23,5745.56,6185.05,6149.01
판매/일반/관리 비용 총계,1674.47,1515.46,1581.19,1674.86
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-179.63,39.26,97.31,58.5
기타 영업비용 총계,-,-,-,-
영업 이익,1487.85,938.2,951.35,843.11
영업외이자수익(비용) 순계,-101.88,-108.37,-121.29,-122.09
자산처분이익(손실),-,-,-,-
기타비용 순계,14.86,11.9,12.95,4.36
세전당기순이익,1400.83,841.73,843.01,725.38
소득세충당금,277.01,158.28,165.09,138.43
세후당기순이익,1123.82,683.45,677.92,586.95
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1123.82,683.45,677.92,586.95
특별손익항목 총계,-,-,-,-16.68
순이익,1123.82,683.45,677.92,570.27
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1123.82,683.45,677.92,586.95
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1123.82,683.45,677.92,570.27
희석된 가중 평균 주식,145.27,145.39,146.99,152.13
특별손익항목 제외 희석주당순이익,7.74,4.7,4.61,3.86
주당배당금 - 발행 보통주,1.99,1.97,1.94,1.9
희석 정상주당순이익,6.74,4.92,5.14,4.17
