마감 기준:,"2022
01/04","2021
02/04","2020
03/04","2019
29/03"
총매출,2796,2551,2490,2456
매출,2796,2551,2490,2456
기타 매출 총계,-,-,-,-
총매출원가,408,362,393,455
총 이익,2388,2189,2097,2001
총 영업비용,1791,1644,1904,2298
판매/일반/관리 비용 총계,1014,801,1069,1122
연구 및 개발,253,267,328,420
감가상각/무형자산상각,85,74,79,80
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),31,140,35,221
기타 영업비용 총계,-,-,-,-
영업 이익,1005,907,586,158
영업외이자수익(비용) 순계,-126,-139,204,-315
자산처분이익(손실),-,98,-,-
기타비용 순계,163,6,29,50
세전당기순이익,1042,872,819,-107
소득세충당금,206,176,241,5
세후당기순이익,836,696,578,-112
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,836,696,578,-112
특별손익항목 총계,-,-142,3309,143
순이익,836,554,3887,31
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,836,696,578,-112
희석화에 따른 조정,-,-,-,-
희석 당기순이익,836,554,3887,31
희석된 가중 평균 주식,591,600,643,632
특별손익항목 제외 희석주당순이익,1.41,1.16,0.9,-0.18
주당배당금 - 발행 보통주,0.5,0.5,0.4,0.3
희석 정상주당순이익,1.78,1.22,0.94,0.05
