마감 기준:,"2022
02/04","2021
03/04","2020
28/03","2019
30/03"
총매출,4645.71,4015.31,3239.14,3090.32
매출,4645.71,4015.31,3239.14,3090.32
기타 매출 총계,-,-,-,-
총매출원가,2359.55,2131.74,1882.95,1895.14
총 이익,2286.17,1883.57,1356.19,1195.18
총 영업비용,3419.64,3173.48,2906.12,2873.86
판매/일반/관리 비용 총계,349.72,367.24,343.57,476.07
연구 및 개발,623.64,570.39,484.41,450.48
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,69.95,138.07,-
기타 영업비용 총계,86.75,34.16,57.12,52.16
영업 이익,1226.07,841.83,333.02,216.47
영업외이자수익(비용) 순계,-63.33,-53.7,-50.53,-35.09
자산처분이익(손실),-,-,-,-
기타비용 순계,18.34,19.25,112.6,-89.58
세전당기순이익,1181.08,807.38,395.09,91.79
소득세충당금,147.73,73.77,60.76,-24.33
세후당기순이익,1033.35,733.61,334.32,116.12
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1033.35,733.61,334.32,116.12
특별손익항목 총계,-,-,-,17
순이익,1033.35,733.61,334.32,133.12
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1033.35,733.61,334.32,116.12
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1033.35,733.61,334.32,133.12
희석된 가중 평균 주식,111.55,116.02,119.29,127.36
특별손익항목 제외 희석주당순이익,9.26,6.32,2.8,0.91
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,9.99,7.2,4.4,1.06
