마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,19230,17439,17273,16462
총 프리미엄이익,13327,12442,12645,11198
순 투자이익,6115,5510,5223,5060
미실현이익 (손실),-212,-513,-595,204
기타 매출 총계,-,-,-,-
총 영업비용,17241,16658,15949,14191
"손익,혜택 및 조정,총",14261,13913,12878,11588
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,2783,2635,2875,2503
감가상각/무형자산상각,75,90,93,9
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),20,20,15,7
기타 영업비용 총계,102,-,88,84
영업 이익,1989,781,1324,2271
영업외이자수익(비용) 순계,-264,-290,-339,-310
자산처분이익(손실),-,-,-,-
기타비용 순계,-87,-68,-66,-76
세전당기순이익,1638,423,919,1885
소득세충당금,233,-39,50,263
세후당기순이익,1405,462,869,1622
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1405,462,869,1622
특별손익항목 총계,-,37,17,19
순이익,1405,499,886,1641
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1405,462,869,1622
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1405,499,886,1641
희석된 가중 평균 주식,179.23,194.47,202.11,219.55
특별손익항목 제외 희석주당순이익,7.84,2.38,4.3,7.39
주당배당금 - 발행 보통주,1.68,1.6,1.48,1.32
희석 정상주당순이익,7.93,2.53,4.37,7.42
