마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,16792,14918.5,15561.4,16195.7
매출,16424.6,14612.9,15286.5,15927.1
기타 매출 총계,367.4,305.6,274.9,268.6
총매출원가,5466.3,2930.4,3165.2,3427.1
총 영업비용,13380.7,11930.8,12969.1,13513
연료비,-,1439.3,1940.9,2359.4
운영 및 유지,3669.5,3582.8,3957.6,4226.6
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2825.7,2682.8,2514.5,2286.6
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),11.6,-,156.4,70.6
기타 영업비용 총계,1407.6,1295.5,1234.5,1142.7
영업 이익,3411.3,2987.7,2592.3,2682.7
영업외이자수익(비용) 순계,-1059.4,-1017.6,-904.1,-840.3
자산처분이익(손실),-,-,-,-
기타비용 순계,160,176,146.6,131.1
세전당기순이익,2511.9,2146.1,1834.8,1973.5
소득세충당금,115.5,88.5,-12.9,126.2
세후당기순이익,2396.4,2057.6,1847.7,1847.3
소액주주지분,-,3.4,1.3,-7.5
관계회사 주식,91.7,91.1,72.1,73.1
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2488.1,2152.1,1921.1,1912.9
특별손익항목 총계,-,48,-,10.9
순이익,2488.1,2200.1,1921.1,1923.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2488.1,2152.1,1921.1,1912.9
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2488.1,2200.1,1921.1,1923.8
희석된 가중 평균 주식,501.78,497.23,495.31,493.76
특별손익항목 제외 희석주당순이익,4.96,4.33,3.88,3.87
주당배당금 - 발행 보통주,3,2.84,2.71,2.53
희석 정상주당순이익,4.98,4.33,4.08,4.01
