마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,15655,14217,13846,14287
매출,15655,14217,13846,14287
기타 매출 총계,-,-,-,-
총매출원가,9220,8507,8575,9948
총 이익,6435,5710,5271,4339
총 영업비용,14606,13711,14177,20943
판매/일반/관리 비용 총계,3209,3043,3065,3041
연구 및 개발,1187,1142,1147,1355
감가상각/무형자산상각,722,682,475,391
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),268,337,915,6208
기타 영업비용 총계,-,-,-,-
영업 이익,1049,506,-331,-6656
영업외이자수익(비용) 순계,7,-163,-185,-379
자산처분이익(손실),-,-,-,-
기타비용 순계,1290,332,200,229
세전당기순이익,2346,675,-316,-6806
소득세충당금,524,-81,-46,-31
세후당기순이익,1822,756,-270,-6775
소액주주지분,-10,-20,-18,-38
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1812,736,-288,-6813
특별손익항목 총계,-53,-55,-671,1748
순이익,1759,681,-959,-5065
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1812,736,-288,-6813
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1759,681,-959,-5065
희석된 가중 평균 주식,741.6,751.2,749.5,749.4
특별손익항목 제외 희석주당순이익,2.44,0.98,-0.38,-9.09
주당배당금 - 발행 보통주,0.54,0.52,0.26,-
희석 정상주당순이익,2.87,1.27,0.41,-3.68
