마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6176,3566,8781,8264
매출,6176,3566,8781,8264
기타 매출 총계,-,-,-,-
총매출원가,2952,2140,3848,3850
총 이익,3224,1426,4933,4414
총 영업비용,5491,5367,7718,7621
판매/일반/관리 비용 총계,2563,2303,2846,2663
연구 및 개발,-,-,-,-
감가상각/무형자산상각,394,420,423,398
영업이자비용(수익) 순계,-,-,-2,6
특별비용(수익),-925,97,44,132
기타 영업비용 총계,507,407,559,572
영업 이익,685,-1801,1063,643
영업외이자수익(비용) 순계,-92,-56,-21,-35
자산처분이익(손실),-,-,-,-
기타비용 순계,36,17,-26,-23
세전당기순이익,629,-1840,1016,585
소득세충당금,165,-516,247,148
세후당기순이익,464,-1324,769,437
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,464,-1324,769,437
특별손익항목 총계,14,-,-,-
순이익,478,-1324,769,437
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,464,-1324,769,437
희석화에 따른 조정,-,-,-,-
희석 당기순이익,478,-1324,769,437
희석된 가중 평균 주식,126.78,123.45,124.29,123.97
특별손익항목 제외 희석주당순이익,3.66,-10.72,6.19,3.52
주당배당금 - 발행 보통주,-,0.38,1.4,1.28
희석 정상주당순이익,-5.51,-9.77,6.61,4.89
