마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,14136.4,12454.7,13075.9,15668.2
매출,14136.4,12454.7,13075.9,15668.2
기타 매출 총계,-,-,-,-
총매출원가,9659.3,8627.2,9048.2,10775.3
총 이익,4477.1,3827.5,4027.7,4892.9
총 영업비용,12113.1,10921.9,11405.8,13750.8
판매/일반/관리 비용 총계,2426.8,2219,2305,2882.1
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),27,75.7,52.6,93.4
기타 영업비용 총계,-,-,-,-
영업 이익,2023.3,1532.8,1670.1,1917.4
영업외이자수익(비용) 순계,-240.4,-268.4,-251.7,-261.5
자산처분이익(손실),-,-,-,-
기타비용 순계,7.8,23.8,-19.5,4.4
세전당기순이익,1790.7,1288.2,1398.9,1660.3
소득세충당금,333.5,296.8,238.6,290.3
세후당기순이익,1457.2,991.4,1160.3,1370
소액주주지분,-13.2,-14.2,-15.2,-19.9
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1444,977.2,1145.1,1350.1
특별손익항목 총계,-20.6,-122.3,265.8,-12.5
순이익,1423.4,854.9,1410.9,1337.6
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1444,977.2,1145.1,1350.1
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1423.4,854.9,1410.9,1337.6
희석된 가중 평균 주식,242.3,243.1,244.4,250.1
특별손익항목 제외 희석주당순이익,5.96,4.02,4.69,5.4
주당배당금 - 발행 보통주,2.36,2.12,2.12,1.96
희석 정상주당순이익,6.05,4.26,4.86,5.71
