마감 기준:,"2021
31/07","2020
25/07","2019
27/07","2018
28/07"
총매출,49818,49301,51904,49330
매출,49818,49301,51904,49330
기타 매출 총계,-,-,-,-
총매출원가,17924,17618,19238,18724
총 이익,31894,31683,32666,30606
총 영업비용,36985,35681,37685,37021
판매/일반/관리 비용 총계,11391,11098,11439,11345
연구 및 개발,6549,6347,6577,6332
감가상각/무형자산상각,215,141,150,221
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),906,477,281,399
기타 영업비용 총계,-,-,-,-
영업 이익,12833,13620,14219,12309
영업외이자수익(비용) 순계,509,467,366,824
자산처분이익(손실),-,-,-,-
기타비용 순계,-80,-117,-14,-94
세전당기순이익,13262,13970,14571,13039
소득세충당금,2671,2756,2078,2529
세후당기순이익,10591,11214,12493,10510
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,10591,11214,12493,10510
특별손익항목 총계,-,-,-872,-10400
순이익,10591,11214,11621,110
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,10591,11214,12493,10510
희석화에 따른 조정,-,-,-,-
희석 당기순이익,10591,11214,11621,110
희석된 가중 평균 주식,4236,4254,4453,4881
특별손익항목 제외 희석주당순이익,2.5,2.64,2.81,2.15
주당배당금 - 발행 보통주,1.45,1.41,1.34,1.2
희석 정상주당순이익,2.67,2.74,2.86,2.22
