마감 기준:,"2021
25/09","2020
26/09","2019
28/09","2018
29/09"
총매출,365817,274515,260174,265595
매출,365817,274515,260174,265595
기타 매출 총계,-,-,-,-
총매출원가,212981,169559,161782,163756
총 이익,152836,104956,98392,101839
총 영업비용,256868,208227,196244,194697
판매/일반/관리 비용 총계,21973,19916,18245,16705
연구 및 개발,21914,18752,16217,14236
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,108949,66288,63930,70898
영업외이자수익(비용) 순계,198,890,1385,2446
자산처분이익(손실),-,-,-,-
기타비용 순계,60,-87,422,-441
세전당기순이익,109207,67091,65737,72903
소득세충당금,14527,9680,10481,11872
세후당기순이익,94680,57411,55256,61031
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,94680,57411,55256,61031
특별손익항목 총계,-,-,-,-1500
순이익,94680,57411,55256,59531
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,94680,57411,55256,61031
희석화에 따른 조정,-,-,-,-
희석 당기순이익,94680,57411,55256,59531
희석된 가중 평균 주식,16864.92,17528.21,18595.65,20000.44
특별손익항목 제외 희석주당순이익,5.61,3.28,2.97,3.05
주당배당금 - 발행 보통주,0.85,0.8,0.75,0.68
희석 정상주당순이익,5.61,3.28,2.97,3.05
