마감 기준:,"2022
31/03","2021
31/03","2020
31/03","2019
31/03"
총매출,1031.75,847.52,840.88,769.43
매출,1031.75,847.52,840.88,769.43
기타 매출 총계,-,-,-,-
총매출원가,188.16,161.91,151.31,129.57
총 이익,843.6,685.62,689.58,639.87
총 영업비용,891.03,617.97,596.36,544.62
판매/일반/관리 비용 총계,423.49,334.18,341.6,321.55
연구 및 개발,163.4,121.88,98.76,93.5
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),115.99,-,4.7,-
기타 영업비용 총계,-,-,-,-
영업 이익,140.72,229.56,244.52,224.81
영업외이자수익(비용) 순계,49.84,57.52,12.67,8.17
자산처분이익(손실),-,-,-,-
기타비용 순계,-,1.15,-0.36,30.38
세전당기순이익,190.56,288.22,256.82,263.36
소득세충당금,54.05,62.7,53.82,4.34
세후당기순이익,136.5,225.53,203.01,259.02
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,136.5,225.53,203.01,259.02
특별손익항목 총계,-,-,-,-
순이익,136.5,225.53,203.01,259.02
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,136.5,225.53,203.01,259.02
희석화에 따른 조정,-,-,-,-
희석 당기순이익,136.5,225.53,203.01,259.02
희석된 가중 평균 주식,45.88,45.67,45.82,46.15
특별손익항목 제외 희석주당순이익,2.98,4.94,4.43,5.61
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,5.18,4.94,4.51,5.61
