마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,10323,8856.3,8918.9,8930.2
매출,10323,8856.3,8918.9,8930.2
기타 매출 총계,-,-,-,-
총매출원가,7186.1,5858.1,5975.5,6189.5
총 이익,3136.9,2998.2,2943.4,2740.7
총 영업비용,8041.6,6618.7,6774.5,7013.1
판매/일반/관리 비용 총계,828.4,775.9,750,760.8
연구 및 개발,93.5,83.9,72.9,64.5
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-36.8,-,-29.9,7.7
특별비용(수익),23.2,-33.8,54.5,41.6
기타 영업비용 총계,-52.8,-65.4,-48.5,-51
영업 이익,2281.4,2237.6,2144.4,1917.1
영업외이자수익(비용) 순계,152.3,155.5,78.4,90.6
자산처분이익(손실),-,-,-,-
기타비용 순계,73.7,30.7,66.7,7.3
세전당기순이익,2507.4,2423.8,2289.5,2015
소득세충당금,462.8,478.4,492.5,287.5
세후당기순이익,2044.6,1945.4,1797,1727.5
소액주주지분,-15.8,-44.4,-49.4,-35.1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2028.8,1901,1747.6,1692.4
특별손익항목 총계,70.3,-14.3,12.4,-194.6
순이익,2099.1,1886.7,1760,1497.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2028.8,1901,1747.6,1692.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2099.1,1886.7,1760,1497.8
희석된 가중 평균 주식,222.5,222.3,221.6,220.8
특별손익항목 제외 희석주당순이익,9.12,8.55,7.89,7.66
주당배당금 - 발행 보통주,5.84,5.18,4.58,4.1
희석 정상주당순이익,9.2,8.43,8.08,7.83
