마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6404.7,6156.6,6602.5,6410.4
매출,6404.7,6156.6,6602.5,6410.4
기타 매출 총계,-,-,-,-
총매출원가,-59.8,55.8,529.4,450.2
총 이익,6464.5,6100.8,6073.1,5960.2
총 영업비용,4394.6,4529,4658.4,4452.6
판매/일반/관리 비용 총계,3458.9,3327,3186.2,3068.7
연구 및 개발,-,-,-,-
감가상각/무형자산상각,14.8,16.9,16.6,17.4
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),27.9,-,-,18.1
기타 영업비용 총계,952.8,1129.3,926.2,898.2
영업 이익,2010.1,1627.6,1944.1,1957.8
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2010.1,1627.6,1944.1,1957.8
소득세충당금,464.8,418.3,451.9,406.2
세후당기순이익,1545.3,1209.3,1492.2,1551.6
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1545.3,1209.3,1492.2,1551.6
특별손익항목 총계,-,-,-,4.8
순이익,1545.3,1209.3,1492.2,1556.4
당기순이익에 대한 조정 총계,-54.7,-68.3,-63.3,-66.5
특별손익항목 제외 보통주주 분배 가능 이익,1490.6,1141,1428.9,1485.1
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1490.6,1141,1428.9,1489.9
희석된 가중 평균 주식,208.9,209.01,215.6,224.49
특별손익항목 제외 희석주당순이익,7.14,5.46,6.63,6.62
주당배당금 - 발행 보통주,2.8,2.8,2.45,1.81
희석 정상주당순이익,7.24,5.46,6.63,6.68
