마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2464,2571.7,2700.69,2578.43
매출,2464,2571.7,2700.69,2578.43
기타 매출 총계,-,-,-,-
총매출원가,948.79,916.38,908.33,879.63
총 이익,1515.2,1655.32,1792.36,1698.8
총 영업비용,788.16,1253.71,1344.53,1463.06
판매/일반/관리 비용 총계,56.51,48.3,52.76,53.81
연구 및 개발,-,-,-,-
감가상각/무형자산상각,838.27,820.83,831.08,785.73
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1055.41,-531.81,-447.64,-256.11
기타 영업비용 총계,-,-,-,-
영업 이익,1675.84,1317.99,1356.16,1115.37
영업외이자수익(비용) 순계,-255.54,-368.08,-398.55,-409.35
자산처분이익(손실),0.01,34.23,2.04,0.99
기타비용 순계,-19.27,-17.51,-18.18,-17.27
세전당기순이익,1401.03,966.64,941.48,689.74
소득세충당금,0.92,0.85,-2.28,0.88
세후당기순이익,1400.11,965.78,943.76,688.86
소액주주지분,-63.86,-48.87,-39.33,-27.66
관계회사 주식,-3.4,-3.28,65.94,-3.67
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1332.85,913.64,970.38,657.53
특별손익항목 총계,-,-,-,-
순이익,1332.85,913.64,970.38,657.53
당기순이익에 대한 조정 총계,-3.09,-3.09,-3.09,-3.09
특별손익항목 제외 보통주주 분배 가능 이익,1329.76,910.55,967.29,654.45
희석화에 따른 조정,45.9,34.01,36.03,24.94
희석 당기순이익,1375.66,944.56,1003.32,679.38
희석된 가중 평균 주식,388.09,385.87,386.33,383.69
특별손익항목 제외 희석주당순이익,3.54,2.45,2.6,1.77
주당배당금 - 발행 보통주,2.41,2.38,2.24,2.12
희석 정상주당순이익,0.85,1.02,1.89,1.22
