마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,27305,24689,22449,22127
매출,27305,24689,22449,22127
기타 매출 총계,-,-,-,-
총매출원가,6601,4572,4675,4853
총 이익,20704,20117,17774,17274
총 영업비용,17387,20618,18162,13927
판매/일반/관리 비용 총계,5246,5151,4381,4056
연구 및 개발,5540,10895,8934,4846
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,172,172
기타 영업비용 총계,-,-,-,-
영업 이익,9918,4071,4287,8200
영업외이자수익(비용) 순계,-1611,-2684,227,-964
자산처분이익(손실),-,-,-,-
기타비용 순계,-29,282,646,563
세전당기순이익,8278,1669,5160,7799
소득세충당금,2077,1580,-204,2335
세후당기순이익,6201,89,5364,5464
소액주주지분,24,34,22,-5
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6225,123,5386,5459
특별손익항목 총계,-,-,-,-4
순이익,6225,123,5386,5455
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6225,123,5386,5459
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6225,123,5386,5455
희석된 가중 평균 주식,1262,1263,1277,1308
특별손익항목 제외 희석주당순이익,4.93,0.1,4.22,4.17
주당배당금 - 발행 보통주,2.84,2.72,2.52,2.28
희석 정상주당순이익,4.93,0.1,4.31,4.27
