마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4427.88,3903.61,3209.24,3046.48
매출,4427.88,3903.61,3209.24,3046.48
기타 매출 총계,-,-,-,-
총매출원가,1634.52,1384.72,1192.76,1086.58
총 이익,2793.36,2518.89,2016.48,1959.9
총 영업비용,3752.55,3449.3,2586.69,2498.26
판매/일반/관리 비용 총계,544.45,480.77,211.1,175.07
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1486.63,1366.38,1163.77,1186.9
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),84.39,216.36,4.94,46.9
기타 영업비용 총계,2.55,1.07,14.12,2.82
영업 이익,675.34,454.31,622.55,548.22
영업외이자수익(비용) 순계,-231.56,-370.43,-278.99,-285.07
자산처분이익(손실),1380.8,316.89,267.65,80.05
기타비용 순계,-4.36,-,-,-
세전당기순이익,1820.21,400.78,611.22,343.2
소득세충당금,72.8,38.05,11.99,2.08
세후당기순이익,1747.41,362.73,599.22,341.12
소액주주지분,-38.15,-6.33,-19.46,-9.87
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1709.26,356.4,579.76,331.25
특별손익항목 총계,-,-,-,-
순이익,1709.26,356.4,579.76,331.25
당기순이익에 대한 조정 총계,-27.76,-93.06,-86.75,-81.32
특별손익항목 제외 보통주주 분배 가능 이익,1681.5,263.34,493.01,249.93
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1681.5,263.34,493.01,249.93
희석된 가중 평균 주식,283.22,262.52,209.46,206.67
특별손익항목 제외 희석주당순이익,5.94,1,2.35,1.21
주당배당금 - 발행 보통주,4.6,4.44,4.25,3.96
희석 정상주당순이익,1.54,0.66,1.12,1.05
