마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,3196.82,2957.01,2606.57,2340.2
매출,3196.82,2957.01,2606.57,2340.2
기타 매출 총계,-,-,-,-
총매출원가,1352.49,1239.23,1112.5,1005.3
총 이익,1844.33,1717.79,1494.07,1334.9
총 영업비용,2293.15,2161.87,2042.32,1809.96
판매/일반/관리 비용 총계,670.39,676.69,645.01,600.37
연구 및 개발,225.28,201.95,180.65,155.15
감가상각/무형자산상각,31.08,30.09,32.42,19.12
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),13.9,13.92,71.73,30.02
기타 영업비용 총계,-,-,-,-
영업 이익,903.68,795.14,564.26,530.24
영업외이자수익(비용) 순계,-21.07,-63.08,-47.98,-13.52
자산처분이익(손실),-,-,-,-
기타비용 순계,1.05,1.03,2.57,4.6
세전당기순이익,883.66,733.09,518.85,521.31
소득세충당금,409.16,111.41,108.25,67.72
세후당기순이익,474.5,621.67,410.59,453.59
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,474.5,621.67,410.59,453.59
특별손익항목 총계,-,-,-6,-138
순이익,474.5,621.67,404.59,315.59
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,474.5,621.67,410.59,453.59
희석화에 따른 조정,-,-,-,-
희석 당기순이익,474.5,621.67,404.59,315.59
희석된 가중 평균 주식,146.45,145.65,144.48,143.99
특별손익항목 제외 희석주당순이익,3.24,4.27,2.84,3.15
주당배당금 - 발행 보통주,1.56,1.56,1.48,1.4
희석 정상주당순이익,3.29,4.36,3.26,3.33
