마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,28318.4,24539.8,22319.5,21493.3
매출,28318.4,24539.8,22319.5,21493.3
기타 매출 총계,-,-,-,-
총매출원가,7312.8,5483.3,4721.2,4681.7
총 이익,21005.6,19056.5,17598.3,16811.6
총 영업비용,22366.5,18481.8,17287.9,17958.8
판매/일반/관리 비용 총계,6431.6,6121.2,6213.8,5975.1
연구 및 개발,7025.9,6085.7,5595,5051.2
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1596.2,791.6,757.9,2250.8
기타 영업비용 총계,-,-,-,-
영업 이익,5951.9,6058,5031.6,3534.5
영업외이자수익(비용) 순계,-137.5,-326.6,-320.2,-83.2
자산처분이익(손실),-,-,-,-
기타비용 순계,341.1,1498.5,554.5,228.8
세전당기순이익,6155.5,7229.9,5265.9,3680.1
소득세충당금,573.8,1036.2,628,354.2
세후당기순이익,5581.7,6193.7,4637.9,3325.9
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5581.7,6193.7,4637.9,3325.9
특별손익항목 총계,-,-,3680.5,-93.9
순이익,5581.7,6193.7,8318.4,3232
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5581.7,6193.7,4637.9,3325.9
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5581.7,6193.7,8318.4,3232
희석된 가중 평균 주식,911.68,912.5,935.68,1033.67
특별손익항목 제외 희석주당순이익,6.12,6.79,4.96,3.22
주당배당금 - 발행 보통주,3.4,2.96,2.58,2.25
희석 정상주당순이익,7.8,7.63,5.7,5.37
