마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5783,5474,7769,7785
매출,-,-,-,-
기타 매출 총계,5783,5474,7769,7785
총매출원가,752,634,723,745
총 영업비용,4359,3888,4929,4933
연료비,710,632,709,799
운영 및 유지,1571,1420,1985,1983
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1082,1022,1199,1094
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),37,-,-,-
기타 영업비용 총계,207,180,313,312
영업 이익,1424,1586,2840,2852
영업외이자수익(비용) 순계,-906,-625,-1008,-813
자산처분이익(손실),-,-,-,-
기타비용 순계,3,-7,323,246
세전당기순이익,521,954,2155,2285
소득세충당금,503,314,409,458
세후당기순이익,18,640,1746,1827
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,18,640,1746,1827
특별손익항목 총계,-1498,829,-,-
순이익,-1480,1469,1746,1827
당기순이익에 대한 조정 총계,-,-1,-1,-2
특별손익항목 제외 보통주주 분배 가능 이익,18,639,1745,1825
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-1480,1468,1745,1825
희석된 가중 평균 주식,762.9,769.38,736.75,708.62
특별손익항목 제외 희석주당순이익,0.02,0.83,2.37,2.58
주당배당금 - 발행 보통주,1.66,1.66,1.65,1.62
희석 정상주당순이익,0.08,0.86,2.37,2.58
