마감 기준:,"2022
01/01","2021
02/01","2019
28/12","2018
29/12"
총매출,10997.99,10106.32,9709,9580.55
매출,10997.99,10106.32,9709,9580.55
기타 매출 총계,-,-,-,-
총매출원가,6066.63,5621.55,5450.91,5354.44
총 이익,4931.36,4484.77,4258.09,4226.11
총 영업비용,10159.27,9404.44,9031.82,8976.28
판매/일반/관리 비용 총계,4029.83,3684.86,3503.61,3570.34
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,38.02
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),62.81,98.03,77.3,51.5
기타 영업비용 총계,-,-,-,-
영업 이익,838.72,701.88,677.18,604.27
영업외이자수익(비용) 순계,-36.09,-53.79,-41.6,-61.59
자산처분이익(손실),-,-,-,-
기타비용 순계,3.3,2.92,2.16,12.58
세전당기순이익,805.92,651.01,637.75,555.26
소득세충당금,189.82,157.99,150.85,137.07
세후당기순이익,616.11,493.02,486.9,418.19
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,616.11,493.02,486.9,418.19
특별손익항목 총계,-,-,-,5.66
순이익,616.11,493.02,486.9,423.85
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,616.11,493.02,486.9,418.19
희석화에 따른 조정,-,-,-,-
희석 당기순이익,616.11,493.02,486.9,423.85
희석된 가중 평균 주식,64.51,69,71.17,73.99
특별손익항목 제외 희석주당순이익,9.55,7.14,6.84,5.65
주당배당금 - 발행 보통주,3.25,1,0.24,0.24
희석 정상주당순이익,10.31,8.22,7.67,6.18
