마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,21804,19533,21708,22832
매출,21804,19533,21708,22832
기타 매출 총계,-,-,-,-
총매출원가,4065,3236,4361,4974
총 이익,17739,16297,17347,17858
총 영업비용,12466,11699,13156,14400
판매/일반/관리 비용 총계,5017,4908,5517,6128
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2208,2210,2216,2191
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,2,85
기타 영업비용 총계,1176,1345,1060,1022
영업 이익,9338,7834,8552,8432
영업외이자수익(비용) 순계,-1116,-1129,-1018,-840
자산처분이익(손실),98,115,20,30
기타비용 순계,158,160,193,119
세전당기순이익,8478,6980,7747,7741
소득세충당금,1955,1631,1828,1775
세후당기순이익,6523,5349,5919,5966
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6523,5349,5919,5966
특별손익항목 총계,-,-,-,-
순이익,6523,5349,5919,5966
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6523,5349,5919,5966
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6523,5349,5919,5966
희석된 가중 평균 주식,655.4,679.1,706.1,754.3
특별손익항목 제외 희석주당순이익,9.95,7.88,8.38,7.91
주당배당금 - 발행 보통주,4.29,3.88,3.7,3.06
희석 정상주당순이익,9.84,7.75,8.36,7.97
