마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,24634,15355,43259,41303
매출,24634,15355,43259,41303
기타 매출 총계,-,-,-,-
총매출원가,11862,8375,16427,16605
총 이익,12772,6980,26832,24698
총 영업비용,25656,21714,38958,38074
판매/일반/관리 비용 총계,10342,10068,13934,13227
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2485,2488,2288,2165
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-3367,-2616,246,487
기타 영업비용 총계,4334,3399,6063,5590
영업 이익,-1022,-6359,4301,3229
영업외이자수익(비용) 순계,-1575,-1136,-360,-509
자산처분이익(손실),-,-,-,-
기타비용 순계,40,-1327,-27,-72
세전당기순이익,-2557,-8822,3914,2648
소득세충당금,-593,-1753,905,531
세후당기순이익,-1964,-7069,3009,2117
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-1964,-7069,3009,2117
특별손익항목 총계,-,-,-,5
순이익,-1964,-7069,3009,2122
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-1964,-7069,3009,2117
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-1964,-7069,3009,2122
희석된 가중 평균 주식,321.9,279.4,259.9,276.7
특별손익항목 제외 희석주당순이익,-6.1,-25.3,11.58,7.65
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,-18.57,-31.16,12.31,9.06
