마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,22390,20523,20746,18962
총 프리미엄이익,19568,18691,18394,17287
순 투자이익,2313,1846,1951,1780
미실현이익 (손실),509,-14,401,-105
기타 매출 총계,-,-,-,-
총 영업비용,19260,18167,17927,16911
"손익,혜택 및 조정,총",12729,11805,11472,11165
정책획득비용 상환,1680,1706,1622,1384
판매/일반/관리 비용 총계,-,-,-,-
감가상각/무형자산상각,71,72,66,68
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1,104,187,13
기타 영업비용 총계,4779,4480,4580,4281
영업 이익,3130,2356,2819,2051
영업외이자수익(비용) 순계,-234,-236,-259,-298
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2896,2120,2560,1753
소득세충당금,531,389,475,307
세후당기순이익,2365,1731,2085,1446
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2365,1731,2085,1446
특별손익항목 총계,-,6,-,361
순이익,2365,1737,2085,1807
당기순이익에 대한 조정 총계,-21,-21,-21,-6
특별손익항목 제외 보통주주 분배 가능 이익,2344,1710,2064,1440
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2344,1716,2064,1801
희석된 가중 평균 주식,354.1,360.6,364.9,364.1
특별손익항목 제외 희석주당순이익,6.62,4.74,5.66,3.95
주당배당금 - 발행 보통주,1.44,1.3,1.2,1.1
희석 정상주당순이익,6.76,5.09,6.49,3.98
