마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9570,3628,2528.25,2056.01
매출,9570,3628,2528.25,2056.01
기타 매출 총계,-,-,-,-
총매출원가,4956,2041,1252.14,1102.22
총 이익,4614,1587,1276.1,953.78
총 영업비용,8346,4208,2125.79,1746.07
판매/일반/관리 비용 총계,1782,902,606.12,455.76
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1126,583,221.53,157.43
영업이자비용(수익) 순계,-,-,2.44,0.21
특별비용(수익),482,682,43.55,30.44
기타 영업비용 총계,-,-,136,147
영업 이익,1224,-580,402.46,309.94
영업외이자수익(비용) 순계,-2295,-1202,-277.48,-174.32
자산처분이익(손실),-,-,-,-
기타비용 순계,-198,176,-587,791
세전당기순이익,-1269,-1606,124.98,135.62
소득세충당금,-283,132,43.98,40.39
세후당기순이익,-986,-1738,81,95.23
소액주주지분,-3,1,3,-1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-989,-1737,81,95.23
특별손익항목 총계,-30,-20,-,82
순이익,-1019,-1757,81,95.23
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-989,-1737,81,95.23
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-1019,-1757,81,95.23
희석된 가중 평균 주식,211,130,78.59,78.28
특별손익항목 제외 희석주당순이익,-4.69,-13.36,1.03,1.22
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,-3.2,-9.95,1.39,1.49
