마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,18471,803.39,60.21,135.07
매출,18471,803.39,60.21,135.07
기타 매출 총계,-,-,-,-
총매출원가,2617,7.93,-,-
총 이익,15854,795.46,-,-
총 영업비용,5175,1566.54,605.93,548.33
판매/일반/관리 비용 총계,567,188.27,109.62,94.25
연구 및 개발,1991,1370.34,496.31,454.08
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,13296,-763.14,-545.72,-413.27
영업외이자수익(비용) 순계,1,16.12,32.24,23.96
자산처분이익(손실),-,-,-,-
기타비용 순계,-12,2.51,-1.24,4.9
세전당기순이익,13285,-744.51,-514.72,-384.41
소득세충당금,1083,2.55,-0.69,0.33
세후당기순이익,12202,-747.06,-514.02,-384.73
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,12202,-747.06,-514.02,-384.73
특별손익항목 총계,-,-,-,-
순이익,12202,-747.06,-514.02,-384.73
당기순이익에 대한 조정 총계,-,-,-,-17.12
특별손익항목 제외 보통주주 분배 가능 이익,12202,-747.06,-514.02,-401.86
희석화에 따른 조정,-,-,-,-
희석 당기순이익,12202,-747.06,-514.02,-401.86
희석된 가중 평균 주식,431,381.33,330.8,328.8
특별손익항목 제외 희석주당순이익,28.31,-1.96,-1.55,-1.22
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,28.31,-1.96,-1.55,-1.22
