마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6538,4124,4590,4429
매출,6538,4124,4590,4429
기타 매출 총계,-,-,-,-
총매출원가,4151,3297,3416,3512
총 이익,2387,827,1174,917
총 영업비용,4848,3501,3608,3663
판매/일반/관리 비용 총계,223,206,239,214
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-40,-3,8,-40
특별비용(수익),534,4,-56,-4
기타 영업비용 총계,-20,-3,1,-19
영업 이익,1690,623,982,766
영업외이자수익(비용) 순계,-183,-161,-217,-228
자산처분이익(손실),-,-,-,-
기타비용 순계,36,1,7,9
세전당기순이익,1543,463,772,547
소득세충당금,283,31,126,103
세후당기순이익,1260,432,646,444
소액주주지분,-343,-115,-153,-138
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,917,317,493,306
특별손익항목 총계,-,-,-,-16
순이익,917,317,493,290
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,917,317,493,306
희석화에 따른 조정,-,-,-,-
희석 당기순이익,917,317,493,290
희석된 가중 평균 주식,216.2,215.2,221.6,233.8
특별손익항목 제외 희석주당순이익,4.24,1.47,2.22,1.31
주당배당금 - 발행 보통주,1.2,1.2,1.2,1.2
희석 정상주당순이익,6.26,1.49,2.01,1.29
