마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,16610,11700,13209,14144
매출,16610,11700,13209,14144
기타 매출 총계,-,-,-,-
총매출원가,8861,5020,5849,6943
총 이익,7749,6680,7360,7201
총 영업비용,13811,10140,8336,10620
판매/일반/관리 비용 총계,1081,1026,1016,946
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2135,2164,2411,2297
영업이자비용(수익) 순계,-,-,5,-
특별비용(수익),1535,1932,-942,437
기타 영업비용 총계,199,-2,-3,-3
영업 이익,2799,1560,4873,3524
영업외이자수익(비용) 순계,-784,-815,-1700,-1030
자산처분이익(손실),-,-,-,-
기타비용 순계,204,-84,-8,12
세전당기순이익,2219,661,3165,2506
소득세충당금,369,481,926,587
세후당기순이익,1850,180,2239,1919
소액주주지분,-66,-61,-49,-310
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1784,119,2190,1609
특별손익항목 총계,-,-,-,-
순이익,1784,119,2190,1609
당기순이익에 대한 조정 총계,-14,-13,-12,-136
특별손익항목 제외 보통주주 분배 가능 이익,1770,106,2178,1473
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1770,106,2178,1473
희석된 가중 평균 주식,2266,2263,2264,2216
특별손익항목 제외 희석주당순이익,0.78,0.05,0.96,0.66
주당배당금 - 발행 보통주,1.07,1.04,0.95,0.72
희석 정상주당순이익,1.35,0.6,0.67,0.82
