마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8209.4,7003.6,7195,6934
매출,8209.4,7003.6,7195,6934
기타 매출 총계,-,-,-,-
총매출원가,5167.8,4430.5,4830.9,4983.9
총 이익,3041.6,2573.1,2364.1,1950.1
총 영업비용,7007.5,5936,6389.1,6316.2
판매/일반/관리 비용 총계,20.6,126.5,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,566.3,562.4,474.4,419
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),136.7,97.6,-,-
기타 영업비용 총계,1116.1,719,1083.8,913.3
영업 이익,1201.9,1067.6,805.9,617.8
영업외이자수익(비용) 순계,-226.8,-196.7,-179.8,-138.4
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,975.1,870.9,626.1,479.4
소득세충당금,20.1,12.8,-89.7,-205.4
세후당기순이익,955,858.1,715.8,684.8
소액주주지분,-48.2,-39.3,-47,-42.4
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,906.8,818.8,668.8,642.4
특별손익항목 총계,-,-,-,-8.9
순이익,906.8,818.8,668.8,633.5
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,906.8,818.8,668.8,642.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,906.8,818.8,668.8,633.5
희석된 가중 평균 주식,207.3,195,190.1,186.2
특별손익항목 제외 희석주당순이익,4.37,4.2,3.52,3.45
주당배당금 - 발행 보통주,1.89,1.78,1.7,1.62
희석 정상주당순이익,5.82,4.72,3.23,3.34
