마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9630,7536,7924,5407
총 프리미엄이익,6512,6009,5640,5195
순 투자이익,709,662,634,614
미실현이익 (손실),2409,865,1650,-402
기타 매출 총계,-,-,-,-
총 영업비용,5907,5983,5399,5103
"손익,혜택 및 조정,총",5887,5963,5376,5087
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,20,20,23,16
영업 이익,3723,1553,2525,304
영업외이자수익(비용) 순계,-53,-54,-53,-53
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,3670,1499,2472,251
소득세충당금,724,283,475,-36
세후당기순이익,2946,1216,1997,287
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2946,1216,1997,287
특별손익항목 총계,-,-,-,-
순이익,2946,1216,1997,287
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2946,1216,1997,287
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2946,1216,1997,287
희석된 가중 평균 주식,162.7,162.4,165.1,164.5
특별손익항목 제외 희석주당순이익,18.11,7.49,12.1,1.74
주당배당금 - 발행 보통주,2.49,2.36,2.21,2.09
희석 정상주당순이익,18.11,7.91,12.14,1.74
