마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5710.1,4358.4,4478.5,3724.2
매출,5710.1,4358.4,4478.5,3724.2
기타 매출 총계,-,-,-,-
총매출원가,1751.6,1497.2,1368.3,1120.1
총 이익,3958.5,2861.2,3110.2,2604.1
총 영업비용,3889.1,3308.6,3104,2524.8
판매/일반/관리 비용 총계,1459.2,1216.3,1177.6,941.4
연구 및 개발,659.9,579.3,557.3,418.1
감가상각/무형자산상각,7.3,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),11.1,15.8,0.8,45.2
기타 영업비용 총계,-,-,-,-
영업 이익,1821,1049.8,1374.5,1199.4
영업외이자수익(비용) 순계,69.3,157.2,127.7,80.1
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1890.3,1207,1502.2,1279.5
소득세충당금,162.2,140.2,120.4,154
세후당기순이익,1728.1,1066.8,1381.8,1125.5
소액주주지분,-23.5,-6.2,-2.5,2.9
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1704.6,1060.6,1379.3,1128.4
특별손익항목 총계,66.4,-,-,-0.5
순이익,1704.6,1060.6,1379.3,1127.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1704.6,1060.6,1379.3,1128.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1704.6,1060.6,1379.3,1127.9
희석된 가중 평균 주식,365.8,360.9,358.5,118.8
특별손익항목 제외 희석주당순이익,4.66,2.94,3.85,9.5
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.69,2.97,3.85,9.83
