마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,17421,16471,15693,15544
매출,17421,16471,15693,15544
기타 매출 총계,-,-,-,-
총매출원가,7046,6454,6360,6282
총 이익,10375,10017,9333,9262
총 영업비용,14089,12586,12146,11859
판매/일반/관리 비용 총계,6407,6019,5515,5356
연구 및 개발,-,-,-,-
감가상각/무형자산상각,89,88,62,59
영업이자비용(수익) 순계,-12,-12,-9,-10
특별비용(수익),555,-11,174,161
기타 영업비용 총계,4,48,44,11
영업 이익,3332,3885,3547,3685
영업외이자수익(비용) 순계,-175,-164,-145,-143
자산처분이익(손실),-,-,-,-
기타비용 순계,-70,-74,-101,-78
세전당기순이익,3087,3647,3301,3464
소득세충당금,749,787,774,826
세후당기순이익,2338,2860,2527,2638
소액주주지분,-172,-165,-160,-158
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2166,2695,2367,2480
특별손익항목 총계,-,-,-,-80
순이익,2166,2695,2367,2400
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2166,2695,2367,2480
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2166,2695,2367,2400
희석된 가중 평균 주식,848.3,859.3,861.1,873
특별손익항목 제외 희석주당순이익,2.55,3.14,2.75,2.84
주당배당금 - 발행 보통주,1.79,1.75,1.71,1.66
희석 정상주당순이익,3.12,3.15,2.9,2.98
