마감 기준:,"2021
31/10","2020
25/10","2019
27/10","2018
28/10"
총매출,11386.19,9608.46,9497.32,9545.7
매출,11386.19,9608.46,9497.32,9545.7
기타 매출 총계,-,-,-,-
총매출원가,9458.28,7782.5,7612.67,7566.23
총 이익,1927.91,1825.96,1884.65,1979.47
총 영업비용,10263.59,8508.24,8301.05,8365.74
판매/일반/관리 비용 총계,819.47,729.41,695.08,807.4
연구 및 개발,33.6,31.9,32.5,33.8
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-47.76,-35.57,-39.2,-58.97
특별비용(수익),-,-,-,17.28
기타 영업비용 총계,-0,-,-,-
영업 이익,1122.6,1100.22,1196.27,1179.96
영업외이자수익(비용) 순계,3.57,14.53,13.45,1.32
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1126.17,1114.75,1209.71,1181.28
소득세충당금,217.03,206.39,230.57,241.6
세후당기순이익,909.14,908.35,979.15,939.68
소액주주지분,-0.3,-0.27,-0.34,-0.44
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,908.84,908.08,978.81,939.24
특별손익항목 총계,-,-,-,72.9
순이익,908.84,908.08,978.81,1012.14
당기순이익에 대한 조정 총계,-0,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,908.84,908.08,978.81,939.24
희석화에 따른 조정,-,-,-,-
희석 당기순이익,908.84,908.08,978.81,1012.14
희석된 가중 평균 주식,547.58,546.59,545.23,543.87
특별손익항목 제외 희석주당순이익,1.66,1.66,1.8,1.73
주당배당금 - 발행 보통주,0.97,0.91,0.82,0.73
희석 정상주당순이익,1.69,1.66,1.8,1.75
