마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11200.61,9552.2,9970.67,9983.63
매출,11200.61,9552.2,9970.67,9983.63
기타 매출 총계,-,-,-,-
총매출원가,7913.48,7019.12,7206.33,7098.5
총 이익,3287.13,2533.07,2764.34,2885.13
총 영업비용,9865.6,8919.79,9203.35,8888.31
판매/일반/관리 비용 총계,1928.48,1768.22,1835.95,1711.16
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,4.01,-
영업이자비용(수익) 순계,-,-,0.49,-
특별비용(수익),23.64,132.45,161.08,78.65
기타 영업비용 총계,-,-,-,-
영업 이익,1335.01,632.4,767.32,1095.33
영업외이자수익(비용) 순계,-63.55,-57.22,-34.08,-48.44
자산처분이익(손실),-,-,-,-
기타비용 순계,18.53,9.19,16.31,2.31
세전당기순이익,1289.99,584.37,749.54,1049.2
소득세충당금,256.44,68.65,4.97,156.15
세후당기순이익,1033.55,515.73,744.57,893.06
소액주주지분,-0.39,-0.13,-0.36,-3.15
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1033.16,515.6,744.21,889.9
특별손익항목 총계,-,-,-,-28.2
순이익,1033.16,515.6,744.21,861.7
당기순이익에 대한 조정 총계,-,-,-,-3.89
특별손익항목 제외 보통주주 분배 가능 이익,1033.16,515.6,744.21,886.01
희석화에 따른 조정,-,-,0.11,-
희석 당기순이익,1033.16,515.6,744.21,857.81
희석된 가중 평균 주식,69.14,71.4,72.26,74.77
특별손익항목 제외 희석주당순이익,14.94,7.22,10.3,11.85
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,15.22,8.86,12.51,12.74
