마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5683.47,4474.67,5267.13,5193.19
매출,5683.47,4474.67,5267.13,5193.19
기타 매출 총계,-,-,-,-
총매출원가,2821.97,2314.57,2796.6,2852.71
총 이익,2861.5,2160.09,2470.53,2340.47
총 영업비용,4977.88,4908.81,5030.36,5218.2
판매/일반/관리 비용 총계,2328.19,2154.93,2227.66,2176.24
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2,7,6.1,6.1
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-174.28,432.3,-,183.15
기타 영업비용 총계,-,-,-,-
영업 이익,705.59,-434.14,236.77,-25.02
영업외이자수익(비용) 순계,-44.3,-47.26,-26.51,-22.9
자산처분이익(손실),-,-,-,-
기타비용 순계,-270.41,-11.15,-0.42,-19.87
세전당기순이익,390.88,-492.54,209.84,-67.79
소득세충당금,32.07,63.37,70.02,-58.45
세후당기순이익,358.81,-555.92,139.82,-9.34
소액주주지분,-,-,-,-
관계회사 주식,1.25,-7.25,-47.68,0.93
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,360.06,-563.16,92.14,-8.4
특별손익항목 총계,-,13.99,-,-37.9
순이익,360.06,-549.18,92.14,-46.3
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,360.06,-563.16,92.14,-8.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,360.06,-549.18,92.14,-46.3
희석된 가중 평균 주식,468.64,454.09,454.27,445.81
특별손익항목 제외 희석주당순이익,0.77,-1.24,0.2,-0.02
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,0.43,-0.62,0.26,0.25
