마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3737.18,2485.2,2204.34,2023.46
매출,3737.18,2485.2,2204.34,2023.46
기타 매출 총계,-,-,-,-
총매출원가,2377.1,1527.55,1406.58,1298.42
총 이익,1360.08,957.65,797.75,725.04
총 영업비용,3016.88,2006.09,1833.1,1667.62
판매/일반/관리 비용 총계,463.29,366.02,328.55,295.73
연구 및 개발,104.3,80.25,68.39,50.02
감가상각/무형자산상각,49.89,32.28,28.64,22.11
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),22.3,-,0.93,1.33
기타 영업비용 총계,-,-,-,-
영업 이익,720.3,479.11,371.24,355.85
영업외이자수익(비용) 순계,-31.54,-30.81,-38.78,-39.06
자산처분이익(손실),-,-,-,-
기타비용 순계,2.76,-2.11,-12.85,-5.71
세전당기순이익,691.53,446.19,319.61,311.08
소득세충당금,134.96,98.97,67.3,69.86
세후당기순이익,556.57,347.22,252.31,241.22
소액주주지분,-6.08,3.36,-0.3,-2.96
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,550.49,350.58,252.01,238.26
특별손익항목 총계,-,-,-,-
순이익,550.49,350.58,252.01,238.26
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,550.49,350.58,252.01,238.26
희석화에 따른 조정,-,-,1.34,-
희석 당기순이익,550.49,350.58,252.01,238.26
희석된 가중 평균 주식,64.25,63.74,62.87,62.23
특별손익항목 제외 희석주당순이익,8.57,5.5,4.01,3.83
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,9.09,5.68,4.08,3.95
