마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5232.5,4386.3,4348,3722.8
매출,5232.5,4386.3,4348,3722.8
기타 매출 총계,-,-,-,-
총매출원가,1248.9,1080.6,1114.4,939.4
총 이익,3983.6,3305.7,3233.6,2783.4
총 영업비용,3542.2,3488.7,3201.2,2967.5
판매/일반/관리 비용 총계,1493.7,1228.4,1240.2,1088.5
연구 및 개발,903.1,760.7,752.7,622.2
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,0.3
특별비용(수익),20.6,405.4,100,323.1
기타 영업비용 총계,-124.1,13.6,-6.1,-5.7
영업 이익,1690.3,897.6,1146.8,755.3
영업외이자수익(비용) 순계,9.8,20.5,21.3,17.3
자산처분이익(손실),-,-,-,-
기타비용 순계,1.9,-1.4,-1.6,-11.2
세전당기순이익,1702,916.7,1166.5,761.4
소득세충당금,198.9,93.3,116.8,23.4
세후당기순이익,1503.1,823.4,1049.7,738
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1503.1,823.4,1049.7,738
특별손익항목 총계,-,-,-2.8,-15.8
순이익,1503.1,823.4,1046.9,722.2
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1503.1,823.4,1049.7,738
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1503.1,823.4,1046.9,722.2
희석된 가중 평균 주식,631.2,631.9,636.61,640.81
특별손익항목 제외 희석주당순이익,2.38,1.3,1.65,1.15
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.41,1.88,1.79,1.64
