마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,20248,17117,17290,15983
매출,20248,17117,17290,15983
기타 매출 총계,-,-,-,-
총매출원가,10867,9440,9002,8714
총 이익,9381,7677,8288,7269
총 영업비용,17627,15641,15554,14490
판매/일반/관리 비용 총계,4868,4345,4382,4146
연구 및 개발,1339,1096,1062,1004
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),193,397,454,626
기타 영업비용 총계,360,363,654,-
영업 이익,2621,1476,1736,1493
영업외이자수익(비용) 순계,-373,-501,-626,-359
자산처분이익(손실),-,-,-,-
기타비용 순계,-6,10,66,39
세전당기순이익,2242,985,1176,1173
소득세충당금,150,111,-7,222
세후당기순이익,2092,874,1183,951
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2092,874,1183,951
특별손익항목 총계,-,-,50,-640
순이익,2092,874,1233,311
당기순이익에 대한 조정 총계,-90,-107,-151,-152
특별손익항목 제외 보통주주 분배 가능 이익,2002,767,1032,799
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2002,767,1082,159
희석된 가중 평균 주식,292.09,282.4,274.77,264.62
특별손익항목 제외 희석주당순이익,6.85,2.72,3.76,3.02
주당배당금 - 발행 보통주,3.32,3.16,3.08,3
희석 정상주당순이익,8.77,6.28,6.55,4.99
