마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9455.47,8098.93,7902.2,7697.34
총 프리미엄이익,8693.22,7412.1,7135.88,6862.93
순 투자이익,671.62,583.82,645.61,674.24
미실현이익 (손실),90.63,103,120.7,160.18
기타 매출 총계,-,-,-,-
총 영업비용,8051.11,7243.22,6926.58,6755.13
"손익,혜택 및 조정,총",7202.69,6408.72,6221.42,6073.58
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,130.05,130.01,145.42,118.36
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),69.52,179.44,-,5.69
기타 영업비용 총계,648.84,525.05,559.74,557.5
영업 이익,1404.36,855.7,975.61,942.21
영업외이자수익(비용) 순계,-121.45,-150.9,-122.69,-130.12
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1282.9,704.8,852.92,812.09
소득세충당금,251.89,171.82,168.94,184.98
세후당기순이익,1031.02,532.99,683.99,627.12
소액주주지분,-8.53,-2.31,-2.04,-8.32
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1022.49,530.67,681.94,618.8
특별손익항목 총계,-,-,-,21.95
순이익,1022.49,530.67,681.94,640.75
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1022.49,530.67,681.94,618.8
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1022.49,530.67,681.94,640.75
희석된 가중 평균 주식,279.75,283.14,193.52,192.39
특별손익항목 제외 희석주당순이익,3.66,1.87,3.52,3.22
주당배당금 - 발행 보통주,0.34,0.31,0.43,0.39
희석 정상주당순이익,3.85,2.35,3.52,3.24
