마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,18746.1,17578.8,18289,16285.1
매출,18746.1,17578.8,18289,16285.1
기타 매출 총계,-,-,-,-
총매출원가,15315.8,14381.6,14540,12923.1
총 이익,3430.3,3197.2,3749,3362
총 영업비용,17474.6,17836.5,16799.7,15098
판매/일반/관리 비용 총계,1759.3,1624.4,1715.2,1546.6
연구 및 개발,-,-,-,-
감가상각/무형자산상각,357.1,400.5,400.2,296.6
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),42.4,1430,144.3,331.7
기타 영업비용 총계,-,-,-,-
영업 이익,1271.5,-257.7,1489.3,1187.1
영업외이자수익(비용) 순계,-331.4,-377.7,-421.2,-260.3
자산처분이익(손실),-,-,-,-
기타비용 순계,145.8,112.8,76.6,108
세전당기순이익,1085.9,-522.6,1144.7,1034.8
소득세충당금,243.4,163.5,272.7,341.4
세후당기순이익,842.5,-686.1,872,693.4
소액주주지분,-4.2,-4.8,-5,-3.2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,838.3,-690.9,867,690.2
특별손익항목 총계,-,-,-4.1,1215.9
순이익,838.3,-690.9,862.9,1906.1
당기순이익에 대한 조정 총계,-0.2,-0.1,-0.1,-0.2
특별손익항목 제외 보통주주 분배 가능 이익,838.1,-691,866.9,690
희석화에 따른 조정,-,-,-,-
희석 당기순이익,838.1,-691,862.8,1905.9
희석된 가중 평균 주식,267.5,259.2,259.1,259.8
특별손익항목 제외 희석주당순이익,3.13,-2.67,3.35,2.66
주당배당금 - 발행 보통주,0.88,1.33,1.82,1.72
희석 정상주당순이익,4.36,3.9,3.9,3.56
