마감 기준:,"2021
30/05","2020
31/05","2019
26/05","2018
27/05"
총매출,7196.1,7806.9,8510.4,8080.1
매출,7196.1,7806.9,8510.4,8080.1
기타 매출 총계,-,-,-,-
총매출원가,5702.6,6398.5,6672.6,6333.1
총 이익,1493.5,1408.4,1837.8,1747
총 영업비용,6557.1,7904.5,7677.9,7313.3
판매/일반/관리 비용 총계,450,614.4,671,655.9
연구 및 개발,-,-,-,-
감가상각/무형자산상각,350.9,355.9,336.7,316.2
영업이자비용(수익) 순계,-,-,-25,0.6
특별비용(수익),53.6,535.7,22.6,7.5
기타 영업비용 총계,-,-,-,-
영업 이익,639,-97.6,832.5,766.8
영업외이자수익(비용) 순계,-63.5,-57.3,-50.2,-161.1
자산처분이익(손실),-,-,-,-
기타비용 순계,1,-6.1,-,-
세전당기순이익,576.5,-161,782.3,605.7
소득세충당금,-55.9,-111.8,63.7,81.2
세후당기순이익,632.4,-49.2,718.6,524.5
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,632.4,-49.2,718.6,524.5
특별손익항목 총계,-3.1,-3.2,-5.2,71.5
순이익,629.3,-52.4,713.4,596
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,632.4,-49.2,718.6,524.5
희석화에 따른 조정,-,-,0.13,-
희석 당기순이익,629.3,-52.4,713.4,596
희석된 가중 평균 주식,131.8,122.7,125.4,126
특별손익항목 제외 희석주당순이익,4.8,-0.4,5.73,4.16
주당배당금 - 발행 보통주,2.65,3.39,3.13,2.45
희석 정상주당순이익,5.06,2.45,5.9,4.21
