마감 기준:,"2022
31/01","2021
31/01","2020
31/01","2019
31/01"
총매출,26492,21252,17098,13282
매출,26492,21252,17098,13282
기타 매출 총계,-,-,-,-
총매출원가,7026,5438,4235,3451
총 이익,19466,15814,12863,9831
총 영업비용,25995,20797,16801,12747
판매/일반/관리 비용 총계,13672,11302,9282,7151
연구 및 개발,4465,3598,2766,1886
감가상각/무형자산상각,727,459,352,232
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),105,-,166,27
기타 영업비용 총계,-,-,-,-
영업 이익,497,455,297,535
영업외이자수익(비용) 순계,1046,2106,415,479
자산처분이익(손실),-,-,-,-
기타비용 순계,-11,-64,-6,-31
세전당기순이익,1532,2561,706,983
소득세충당금,88,-1534,574,-170
세후당기순이익,1444,4095,132,1153
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1444,4095,132,1153
특별손익항목 총계,-,-23,-6,-43
순이익,1444,4072,126,1110
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1444,4095,132,1153
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1444,4072,126,1110
희석된 가중 평균 주식,974,930,850,775
특별손익항목 제외 희석주당순이익,1.48,4.4,0.16,1.49
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,1.58,4.49,0.28,1.51
