마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,3998,3094.3,2518,2463.4
매출,3998,3094.3,2518,2463.4
기타 매출 총계,-,-,-,-
총매출원가,2646,2111,1712.9,1710.8
총 이익,1352,983.3,805.1,752.6
총 영업비용,3188,2716.2,2259.9,2204.1
판매/일반/관리 비용 총계,687,575.3,508.7,456.3
연구 및 개발,-,2.6,3.3,6.3
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-164,27.3,35,30.7
기타 영업비용 총계,19,-,-,-
영업 이익,810,378.1,258.1,259.3
영업외이자수익(비용) 순계,-115,-123.1,-110.4,-106.8
자산처분이익(손실),-,-,-,-
기타비용 순계,20,5.4,12.6,-0.5
세전당기순이익,715,260.4,160.3,152
소득세충당금,130,39.7,22.9,25.8
세후당기순이익,585,220.7,137.4,126.2
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,585,220.7,137.4,126.2
특별손익항목 총계,-,-,-,-42.6
순이익,585,220.7,137.4,83.6
당기순이익에 대한 조정 총계,-56,-47.7,-,-
특별손익항목 제외 보통주주 분배 가능 이익,529,173,137.4,126.2
희석화에 따른 조정,-,-,-,-
희석 당기순이익,529,173,137.4,83.6
희석된 가중 평균 주식,170,152.32,145.95,133.2
특별손익항목 제외 희석주당순이익,3.11,1.14,0.94,0.95
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.41,1.29,1.15,1.14
