마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2833.74,2388.86,2648.85,2433.49
매출,2833.74,2388.86,2648.85,2433.49
기타 매출 총계,-,-,-,-
총매출원가,-,-,-,-
총 이익,-,-,2648.85,2433.49
총 영업비용,1607.37,1416.59,1417.42,1344.89
판매/일반/관리 비용 총계,1307.77,1163.77,1142.68,1059.46
연구 및 개발,-,-,-,-
감가상각/무형자산상각,284.2,254.8,274.21,274.61
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),16.19,-,-,2.1
기타 영업비용 총계,-0.78,-1.99,0.52,8.72
영업 이익,1226.36,972.26,1231.43,1088.6
영업외이자수익(비용) 순계,-73,122.91,-64.72,-145.74
자산처분이익(손실),-,-,-,-
기타비용 순계,-44.56,-212.65,-88.89,152.27
세전당기순이익,1108.81,882.52,1077.82,1095.12
소득세충당금,269.31,178.31,182.75,259.13
세후당기순이익,839.5,704.22,895.07,836
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,839.5,704.22,895.07,836
특별손익항목 총계,-,-,-,-24.51
순이익,839.5,704.22,895.07,811.48
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,839.5,704.22,895.07,836
희석화에 따른 조정,-,-,-,-
희석 당기순이익,839.5,704.22,895.07,811.48
희석된 가중 평균 주식,84.06,86.72,90.07,92.15
특별손익항목 제외 희석주당순이익,9.99,8.12,9.94,9.07
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,10.44,9.1,10.04,7.94
