마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11295,10153.6,10299.4,10040.9
매출,11295,10153.6,10299.4,10040.9
기타 매출 총계,-,-,-,-
총매출원가,6647,6025.3,6202,6150
총 이익,4648,4128.3,4097.4,3890.9
총 영업비용,9218.8,8546.4,8512.2,8305.4
판매/일반/관리 비용 총계,1286.5,1070.6,1172.4,1047.5
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1185.5,1075.9,1040.5,1033.4
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),17.1,257.2,15.4,-6.2
기타 영업비용 총계,82.7,117.4,81.9,80.7
영업 이익,2076.2,1607.2,1787.2,1735.5
영업외이자수익(비용) 순계,-500.6,-468.6,-497.8,-417.9
자산처분이익(손실),-,-,-,-
기타비용 순계,-0.5,4.1,6.4,3.3
세전당기순이익,1575.1,1142.7,1295.8,1320.9
소득세충당금,282.8,173.1,222,283
세후당기순이익,1292.3,969.6,1073.8,1037.9
소액주주지분,-1.9,-2.4,-0.5,-0.7
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1290.4,967.2,1073.3,1037.2
특별손익항목 총계,-,-,-,-0.3
순이익,1290.4,967.2,1073.3,1036.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1290.4,967.2,1073.3,1037.2
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1290.4,967.2,1073.3,1036.9
희석된 가중 평균 주식,319.4,319.8,322,328.4
특별손익항목 제외 희석주당순이익,4.04,3.02,3.33,3.16
주당배당금 - 발행 보통주,1.74,1.64,1.53,1.41
희석 정상주당순이익,4.08,3.71,3.37,3.14
