마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12222,11497,9740,7253
매출,12222,11497,9740,7253
기타 매출 총계,-,-,-,-
총매출원가,5435,5014,5195,4093
총 이익,6787,6483,4545,3160
총 영업비용,10977,8861,6055,6505
판매/일반/관리 비용 총계,2105,635,593,407
연구 및 개발,363,309,415,350
감가상각/무형자산상각,2304,2300,1960,1215
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),744,588,-2144,431
기타 영업비용 총계,26,15,36,9
영업 이익,1245,2636,3685,748
영업외이자수익(비용) 순계,-326,-105,-85,-159
자산처분이익(손실),170,677,30,100
기타비용 순계,19,-65,63,49
세전당기순이익,1108,3143,3693,738
소득세충당금,1098,704,832,434
세후당기순이익,10,2439,2861,304
소액주주지분,933,38,-79,-39
관계회사 주식,166,189,95,-33
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1109,2666,2877,232
특별손익항목 총계,57,163,-72,109
순이익,1166,2829,2805,341
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1109,2666,2877,232
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1166,2829,2805,341
희석된 가중 평균 주식,801,806,737,535
특별손익항목 제외 희석주당순이익,1.38,3.31,3.9,0.43
주당배당금 - 발행 보통주,2.2,1.04,0.56,0.56
희석 정상주당순이익,1.89,3.22,1.62,0.69
