마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10420,8894,8636,10746
매출,10420,8894,8636,10746
기타 매출 총계,-,-,-,-
총매출원가,2650,1797,2136,2382
총 이익,7770,7097,6500,8364
총 영업비용,7497,6258,6827,8524
판매/일반/관리 비용 총계,3079,3062,3334,4522
연구 및 개발,1325,1028,976,1285
감가상각/무형자산상각,9,27,28,49
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),434,344,91,-
기타 영업비용 총계,-,-,262,286
영업 이익,2923,2636,1809,2222
영업외이자수익(비용) 순계,-2615,741,-59,513
자산처분이익(손실),-,-,-,-
기타비용 순계,90,-32,-1,-17
세전당기순이익,398,3345,1749,2718
소득세충당금,146,858,233,653
세후당기순이익,252,2487,1516,2065
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,252,2487,1516,2065
특별손익항목 총계,13356,3182,270,465
순이익,13608,5669,1786,2530
당기순이익에 대한 조정 총계,-,-2,-,-
특별손익항목 제외 보통주주 분배 가능 이익,252,2485,1516,2065
희석화에 따른 조정,-,-,-,-
희석 당기순이익,13608,5667,1786,2530
희석된 가중 평균 주식,663,718,856,991
특별손익항목 제외 희석주당순이익,0.38,3.46,1.77,2.08
주당배당금 - 발행 보통주,0.72,0.64,0.56,-
희석 정상주당순이익,0.79,3.82,1.86,2.08
