마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2448.5,1926.7,1476,1031.6
매출,2448.5,1926.7,1476,1031.6
기타 매출 총계,-,-,-,-
총매출원가,739.9,622.2,530.4,367.7
총 이익,1708.6,1304.5,945.6,663.9
총 영업비용,2184.2,1633.1,1333.7,1217.9
판매/일반/관리 비용 총계,810.5,620.7,515.7,432.8
연구 및 개발,604.2,359.9,273.5,417.4
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),29.6,30.3,14.1,-
기타 영업비용 총계,-,-,-,-
영업 이익,264.3,293.6,142.3,-186.3
영업외이자수익(비용) 순계,-90.4,-68.6,-38.1,59.8
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,173.9,225,104.2,-126.5
소득세충당금,19.2,-268.6,3.1,1
세후당기순이익,154.7,493.6,101.1,-127.5
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,154.7,493.6,101.1,-127.5
특별손익항목 총계,-,-,-,0.4
순이익,154.7,493.6,101.1,-127.1
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,154.7,493.6,101.1,-127.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,154.7,493.6,101.1,-127.1
희석된 가중 평균 주식,100.1,97.5,92.3,88.2
특별손익항목 제외 희석주당순이익,1.55,5.06,1.1,-1.45
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.03,5.36,1.35,-1.41
